ID,DataType,ProductionString,UpdatedTS,DeviceID,MachineID
1043,40,START-40-323-20231209-105417-END,2023-12-09 10:54:17,11,323
1044,41,START-41-323-20231209-105417-END,2023-12-09 10:54:17,11,323
1045,40,START-40-323-20231209-105421-END,2023-12-09 10:54:21,11,323
1046,41,START-41-323-20231209-105421-END,2023-12-09 10:54:21,11,323
1047,40,START-40-323-20231209-105425-END,2023-12-09 10:54:25,11,323
1048,41,START-41-323-20231209-105425-END,2023-12-09 10:54:25,11,323
1049,40,START-40-323-20231209-105429-END,2023-12-09 10:54:29,11,323
1050,41,START-41-323-20231209-105429-END,2023-12-09 10:54:29,11,323
1051,40,START-40-323-20231209-105433-END,2023-12-09 10:54:33,11,323
1052,1,START-1-323-20231209-105354-20231209-105433-END,2023-12-09 10:54:33,11,323
1053,11,START-11-323-20231209-105441-END,2023-12-09 10:54:41,11,323
1054,41,START-41-323-20231209-105441-END,2023-12-09 10:54:41,11,323
1055,40,START-40-323-20231209-105445-END,2023-12-09 10:54:45,11,323
1056,41,START-41-323-20231209-105445-END,2023-12-09 10:54:45,11,323
1057,40,START-40-323-20231209-105449-END,2023-12-09 10:54:49,11,323
1058,41,START-41-323-20231209-105449-END,2023-12-09 10:54:49,11,323
1059,40,START-40-323-20231209-105453-END,2023-12-09 10:54:53,11,323
1060,41,START-41-323-20231209-105453-END,2023-12-09 10:54:53,11,323
1061,40,START-40-323-20231209-105457-END,2023-12-09 10:54:57,11,323
1062,41,START-41-323-20231209-105457-END,2023-12-09 10:54:57,11,323
1063,40,START-40-323-20231209-105501-END,2023-12-09 10:55:01,11,323
1064,41,START-41-323-20231209-105501-END,2023-12-09 10:55:01,11,323
1065,40,START-40-323-20231209-105505-END,2023-12-09 10:55:05,11,323
1066,41,START-41-323-20231209-105505-END,2023-12-09 10:55:05,11,323
1067,40,START-40-323-20231209-105509-END,2023-12-09 10:55:09,11,323
1068,41,START-41-323-20231209-105509-END,2023-12-09 10:55:09,11,323
1069,40,START-40-323-20231209-105513-END,2023-12-09 10:55:13,11,323
1070,41,START-41-323-20231209-105513-END,2023-12-09 10:55:13,11,323
1071,40,START-40-323-20231209-105517-END,2023-12-09 10:55:17,11,323
1072,41,START-41-323-20231209-105517-END,2023-12-09 10:55:17,11,323
1073,40,START-40-323-20231209-105521-END,2023-12-09 10:55:21,11,323
1074,1,START-1-323-20231209-105441-20231209-105521-END,2023-12-09 10:55:21,11,323
1075,11,START-11-323-20231209-105529-END,2023-12-09 10:55:29,11,323
1076,41,START-41-323-20231209-105529-END,2023-12-09 10:55:29,11,323
1077,40,START-40-323-20231209-105533-END,2023-12-09 10:55:33,11,323
1078,41,START-41-323-20231209-105533-END,2023-12-09 10:55:33,11,323
1079,40,START-40-323-20231209-105537-END,2023-12-09 10:55:37,11,323
1080,41,START-41-323-20231209-105537-END,2023-12-09 10:55:37,11,323
1081,40,START-40-323-20231209-105541-END,2023-12-09 10:55:41,11,323
1082,41,START-41-323-20231209-105541-END,2023-12-09 10:55:41,11,323
1083,40,START-40-323-20231209-105544-END,2023-12-09 10:55:45,11,323
1084,41,START-41-323-20231209-105545-END,2023-12-09 10:55:45,11,323
1085,40,START-40-323-20231209-105548-END,2023-12-09 10:55:49,11,323
1086,41,START-41-323-20231209-105549-END,2023-12-09 10:55:49,11,323
1087,40,START-40-323-20231209-105552-END,2023-12-09 10:55:52,11,323
1088,41,START-41-323-20231209-105552-END,2023-12-09 10:55:53,11,323
1089,40,START-40-323-20231209-105556-END,2023-12-09 10:55:56,11,323
1090,41,START-41-323-20231209-105556-END,2023-12-09 10:55:57,11,323
1091,40,START-40-323-20231209-105600-END,2023-12-09 10:56:00,11,323
1092,41,START-41-323-20231209-105600-END,2023-12-09 10:56:00,11,323
1093,40,START-40-323-20231209-105604-END,2023-12-09 10:56:04,11,323
1094,41,START-41-323-20231209-105604-END,2023-12-09 10:56:04,11,323
1095,40,START-40-323-20231209-105608-END,2023-12-09 10:56:08,11,323
1096,1,START-1-323-20231209-105529-20231209-105608-END,2023-12-09 10:56:08,11,323
1097,11,START-11-323-20231209-105616-END,2023-12-09 10:56:16,11,323
1098,41,START-41-323-20231209-105616-END,2023-12-09 10:56:16,11,323
1099,40,START-40-323-20231209-105620-END,2023-12-09 10:56:20,11,323
1100,41,START-41-323-20231209-105620-END,2023-12-09 10:56:20,11,323
1101,40,START-40-323-20231209-105624-END,2023-12-09 10:56:24,11,323
1102,41,START-41-323-20231209-105624-END,2023-12-09 10:56:24,11,323
1103,40,START-40-323-20231209-105628-END,2023-12-09 10:56:28,11,323
1104,41,START-41-323-20231209-105628-END,2023-12-09 10:56:28,11,323
1105,40,START-40-323-20231209-105632-END,2023-12-09 10:56:32,11,323
1106,41,START-41-323-20231209-105632-END,2023-12-09 10:56:32,11,323
1107,40,START-40-323-20231209-105636-END,2023-12-09 10:56:36,11,323
1108,41,START-41-323-20231209-105636-END,2023-12-09 10:56:36,11,323
1109,40,START-40-323-20231209-105640-END,2023-12-09 10:56:40,11,323
1110,41,START-41-323-20231209-105640-END,2023-12-09 10:56:40,11,323
1111,40,START-40-323-20231209-105644-END,2023-12-09 10:56:44,11,323
1112,41,START-41-323-20231209-105644-END,2023-12-09 10:56:44,11,323
1113,40,START-40-323-20231209-105648-END,2023-12-09 10:56:48,11,323
1114,41,START-41-323-20231209-105648-END,2023-12-09 10:56:48,11,323
1115,40,START-40-323-20231209-105652-END,2023-12-09 10:56:52,11,323
1116,41,START-41-323-20231209-105652-END,2023-12-09 10:56:52,11,323
1117,40,START-40-323-20231209-105656-END,2023-12-09 10:56:56,11,323
1118,1,START-1-323-20231209-105616-20231209-105656-END,2023-12-09 10:56:56,11,323
1119,11,START-11-323-20231209-105704-END,2023-12-09 10:57:04,11,323
1120,41,START-41-323-20231209-105704-END,2023-12-09 10:57:04,11,323
1121,40,START-40-323-20231209-105708-END,2023-12-09 10:57:08,11,323
1122,41,START-41-323-20231209-105708-END,2023-12-09 10:57:08,11,323
1123,40,START-40-323-20231209-105712-END,2023-12-09 10:57:12,11,323
1124,41,START-41-323-20231209-105712-END,2023-12-09 10:57:12,11,323
1125,40,START-40-323-20231209-105716-END,2023-12-09 10:57:16,11,323
1126,41,START-41-323-20231209-105716-END,2023-12-09 10:57:16,11,323
1127,40,START-40-323-20231209-105720-END,2023-12-09 10:57:20,11,323
1128,41,START-41-323-20231209-105720-END,2023-12-09 10:57:20,11,323
1129,40,START-40-323-20231209-105724-END,2023-12-09 10:57:24,11,323
1130,41,START-41-323-20231209-105724-END,2023-12-09 10:57:24,11,323
1131,40,START-40-323-20231209-105727-END,2023-12-09 10:57:28,11,323
1132,41,START-41-323-20231209-105728-END,2023-12-09 10:57:28,11,323
1133,40,START-40-323-20231209-105731-END,2023-12-09 10:57:32,11,323
1134,41,START-41-323-20231209-105732-END,2023-12-09 10:57:32,11,323
1135,40,START-40-323-20231209-105735-END,2023-12-09 10:57:35,11,323
1136,41,START-41-323-20231209-105735-END,2023-12-09 10:57:36,11,323
1137,40,START-40-323-20231209-105739-END,2023-12-09 10:57:39,11,323
1138,41,START-41-323-20231209-105739-END,2023-12-09 10:57:40,11,323
1139,40,START-40-323-20231209-105743-END,2023-12-09 10:57:43,11,323
1140,1,START-1-323-20231209-105704-20231209-105743-END,2023-12-09 10:57:43,11,323
1141,11,START-11-323-20231209-105751-END,2023-12-09 10:57:51,11,323
1142,41,START-41-323-20231209-105751-END,2023-12-09 10:57:52,11,323
1143,40,START-40-323-20231209-105755-END,2023-12-09 10:57:55,11,323
1144,41,START-41-323-20231209-105755-END,2023-12-09 10:57:56,11,323
1145,40,START-40-323-20231209-105759-END,2023-12-09 10:57:59,11,323
1146,41,START-41-323-20231209-105759-END,2023-12-09 10:58:00,11,323
1147,40,START-40-323-20231209-105803-END,2023-12-09 10:58:03,11,323
1148,41,START-41-323-20231209-105803-END,2023-12-09 10:58:03,11,323
1149,40,START-40-323-20231209-105807-END,2023-12-09 10:58:07,11,323
1150,41,START-41-323-20231209-105807-END,2023-12-09 10:58:07,11,323
1151,40,START-40-323-20231209-105811-END,2023-12-09 10:58:11,11,323
1152,41,START-41-323-20231209-105811-END,2023-12-09 10:58:11,11,323
1153,40,START-40-323-20231209-105815-END,2023-12-09 10:58:15,11,323
1154,41,START-41-323-20231209-105815-END,2023-12-09 10:58:15,11,323
1155,40,START-40-323-20231209-105819-END,2023-12-09 10:58:19,11,323
1156,41,START-41-323-20231209-105819-END,2023-12-09 10:58:19,11,323
1157,40,START-40-323-20231209-105823-END,2023-12-09 10:58:23,11,323
1158,41,START-41-323-20231209-105823-END,2023-12-09 10:58:23,11,323
1159,40,START-40-323-20231209-105827-END,2023-12-09 10:58:27,11,323
1160,41,START-41-323-20231209-105827-END,2023-12-09 10:58:27,11,323
1161,40,START-40-323-20231209-105831-END,2023-12-09 10:58:31,11,323
1162,1,START-1-323-20231209-105751-20231209-105831-END,2023-12-09 10:58:31,11,323
1163,11,START-11-323-20231209-105839-END,2023-12-09 10:58:39,11,323
1164,41,START-41-323-20231209-105839-END,2023-12-09 10:58:39,11,323
1165,40,START-40-323-20231209-105843-END,2023-12-09 10:58:43,11,323
1166,41,START-41-323-20231209-105843-END,2023-12-09 10:58:43,11,323
1167,40,START-40-323-20231209-105847-END,2023-12-09 10:58:47,11,323
1168,41,START-41-323-20231209-105847-END,2023-12-09 10:58:47,11,323
1169,40,START-40-323-20231209-105851-END,2023-12-09 10:58:51,11,323
1170,41,START-41-323-20231209-105851-END,2023-12-09 10:58:51,11,323
1171,40,START-40-323-20231209-105855-END,2023-12-09 10:58:55,11,323
1172,41,START-41-323-20231209-105855-END,2023-12-09 10:58:55,11,323
1173,40,START-40-323-20231209-105859-END,2023-12-09 10:58:59,11,323
1174,41,START-41-323-20231209-105859-END,2023-12-09 10:58:59,11,323
1175,40,START-40-323-20231209-105903-END,2023-12-09 10:59:03,11,323
1176,41,START-41-323-20231209-105903-END,2023-12-09 10:59:03,11,323
1177,40,START-40-323-20231209-105907-END,2023-12-09 10:59:07,11,323
1178,41,START-41-323-20231209-105907-END,2023-12-09 10:59:07,11,323
1179,40,START-40-323-20231209-105910-END,2023-12-09 10:59:10,11,323
1180,41,START-41-323-20231209-105911-END,2023-12-09 10:59:11,11,323
1181,40,START-40-323-20231209-105914-END,2023-12-09 10:59:14,11,323
1182,41,START-41-323-20231209-105915-END,2023-12-09 10:59:15,11,323
1183,40,START-40-323-20231209-105918-END,2023-12-09 10:59:18,11,323
1184,1,START-1-323-20231209-105839-20231209-105918-END,2023-12-09 10:59:19,11,323
1185,11,START-11-323-20231209-105926-END,2023-12-09 10:59:27,11,323
1186,41,START-41-323-20231209-105927-END,2023-12-09 10:59:27,11,323
1187,40,START-40-323-20231209-105930-END,2023-12-09 10:59:31,11,323
1188,41,START-41-323-20231209-105931-END,2023-12-09 10:59:31,11,323
1189,40,START-40-323-20231209-105934-END,2023-12-09 10:59:34,11,323
1190,41,START-41-323-20231209-105934-END,2023-12-09 10:59:35,11,323
1191,40,START-40-323-20231209-105938-END,2023-12-09 10:59:38,11,323
1192,41,START-41-323-20231209-105938-END,2023-12-09 10:59:39,11,323
1193,40,START-40-323-20231209-105942-END,2023-12-09 10:59:42,11,323
1194,41,START-41-323-20231209-105942-END,2023-12-09 10:59:42,11,323
1195,40,START-40-323-20231209-105946-END,2023-12-09 10:59:46,11,323
1196,41,START-41-323-20231209-105946-END,2023-12-09 10:59:46,11,323
1197,40,START-40-323-20231209-105950-END,2023-12-09 10:59:50,11,323
1198,41,START-41-323-20231209-105950-END,2023-12-09 10:59:50,11,323
1199,40,START-40-323-20231209-105954-END,2023-12-09 10:59:54,11,323
1200,41,START-41-323-20231209-105954-END,2023-12-09 10:59:54,11,323
1201,40,START-40-323-20231209-105958-END,2023-12-09 10:59:58,11,323
1202,41,START-41-323-20231209-105958-END,2023-12-09 10:59:58,11,323
1203,40,START-40-323-20231209-110002-END,2023-12-09 11:00:02,11,323
1204,41,START-41-323-20231209-110002-END,2023-12-09 11:00:02,11,323
1205,40,START-40-323-20231209-110006-END,2023-12-09 11:00:06,11,323
1206,1,START-1-323-20231209-105926-20231209-110006-END,2023-12-09 11:00:06,11,323
1207,11,START-11-323-20231209-110014-END,2023-12-09 11:00:14,11,323
1208,41,START-41-323-20231209-110014-END,2023-12-09 11:00:14,11,323
1209,40,START-40-323-20231209-110018-END,2023-12-09 11:00:18,11,323
1210,41,START-41-323-20231209-110018-END,2023-12-09 11:00:18,11,323
1211,40,START-40-323-20231209-110022-END,2023-12-09 11:00:22,11,323
1212,41,START-41-323-20231209-110022-END,2023-12-09 11:00:22,11,323
1213,40,START-40-323-20231209-110026-END,2023-12-09 11:00:26,11,323
1214,41,START-41-323-20231209-110026-END,2023-12-09 11:00:26,11,323
1215,40,START-40-323-20231209-110030-END,2023-12-09 11:00:30,11,323
1216,41,START-41-323-20231209-110030-END,2023-12-09 11:00:30,11,323
1217,40,START-40-323-20231209-110034-END,2023-12-09 11:00:34,11,323
1218,41,START-41-323-20231209-110034-END,2023-12-09 11:00:34,11,323
1219,40,START-40-323-20231209-110038-END,2023-12-09 11:00:38,11,323
1220,41,START-41-323-20231209-110038-END,2023-12-09 11:00:38,11,323
1221,40,START-40-323-20231209-110042-END,2023-12-09 11:00:42,11,323
1222,41,START-41-323-20231209-110042-END,2023-12-09 11:00:42,11,323
1223,40,START-40-323-20231209-110046-END,2023-12-09 11:00:46,11,323
1224,41,START-41-323-20231209-110046-END,2023-12-09 11:00:46,11,323
1225,40,START-40-323-20231209-110050-END,2023-12-09 11:00:50,11,323
1226,41,START-41-323-20231209-110050-END,2023-12-09 11:00:50,11,323
1227,40,START-40-323-20231209-110053-END,2023-12-09 11:00:54,11,323
1228,1,START-1-323-20231209-110014-20231209-110054-END,2023-12-09 11:00:54,11,323
1229,11,START-11-323-20231209-110102-END,2023-12-09 11:01:02,11,323
1230,41,START-41-323-20231209-110102-END,2023-12-09 11:01:02,11,323
1231,40,START-40-323-20231209-110106-END,2023-12-09 11:01:06,11,323
1232,41,START-41-323-20231209-110106-END,2023-12-09 11:01:06,11,323
1233,40,START-40-323-20231209-110109-END,2023-12-09 11:01:10,11,323
1234,41,START-41-323-20231209-110110-END,2023-12-09 11:01:10,11,323
1235,40,START-40-323-20231209-110113-END,2023-12-09 11:01:14,11,323
1236,41,START-41-323-20231209-110114-END,2023-12-09 11:01:14,11,323
1237,40,START-40-323-20231209-110117-END,2023-12-09 11:01:17,11,323
1238,41,START-41-323-20231209-110117-END,2023-12-09 11:01:18,11,323
1239,40,START-40-323-20231209-110121-END,2023-12-09 11:01:21,11,323
1240,41,START-41-323-20231209-110121-END,2023-12-09 11:01:21,11,323
1241,40,START-40-323-20231209-110125-END,2023-12-09 11:01:25,11,323
1242,41,START-41-323-20231209-110125-END,2023-12-09 11:01:25,11,323
1243,40,START-40-323-20231209-110129-END,2023-12-09 11:01:29,11,323
1244,41,START-41-323-20231209-110129-END,2023-12-09 11:01:29,11,323
1245,40,START-40-323-20231209-110133-END,2023-12-09 11:01:33,11,323
1246,41,START-41-323-20231209-110133-END,2023-12-09 11:01:33,11,323
1247,40,START-40-323-20231209-110137-END,2023-12-09 11:01:37,11,323
1248,41,START-41-323-20231209-110137-END,2023-12-09 11:01:37,11,323
1249,40,START-40-323-20231209-110141-END,2023-12-09 11:01:41,11,323
1250,1,START-1-323-20231209-110102-20231209-110141-END,2023-12-09 11:01:41,11,323
1251,11,START-11-323-20231209-110149-END,2023-12-09 11:01:49,11,323
1252,41,START-41-323-20231209-110149-END,2023-12-09 11:01:49,11,323
1253,40,START-40-323-20231209-110153-END,2023-12-09 11:01:53,11,323
1254,41,START-41-323-20231209-110153-END,2023-12-09 11:01:53,11,323
1255,40,START-40-323-20231209-110157-END,2023-12-09 11:01:57,11,323
1256,41,START-41-323-20231209-110157-END,2023-12-09 11:01:57,11,323
1257,40,START-40-323-20231209-110201-END,2023-12-09 11:02:01,11,323
1258,41,START-41-323-20231209-110201-END,2023-12-09 11:02:01,11,323
1259,40,START-40-323-20231209-110205-END,2023-12-09 11:02:05,11,323
1260,41,START-41-323-20231209-110205-END,2023-12-09 11:02:05,11,323
1261,40,START-40-323-20231209-110209-END,2023-12-09 11:02:09,11,323
1262,41,START-41-323-20231209-110209-END,2023-12-09 11:02:09,11,323
1263,40,START-40-323-20231209-110213-END,2023-12-09 11:02:13,11,323
1264,41,START-41-323-20231209-110213-END,2023-12-09 11:02:13,11,323
1265,40,START-40-323-20231209-110217-END,2023-12-09 11:02:17,11,323
1266,41,START-41-323-20231209-110217-END,2023-12-09 11:02:17,11,323
1267,40,START-40-323-20231209-110221-END,2023-12-09 11:02:21,11,323
1268,41,START-41-323-20231209-110221-END,2023-12-09 11:02:21,11,323
1269,40,START-40-323-20231209-110225-END,2023-12-09 11:02:25,11,323
1270,41,START-41-323-20231209-110225-END,2023-12-09 11:02:25,11,323
1271,40,START-40-323-20231209-110229-END,2023-12-09 11:02:29,11,323
1272,1,START-1-323-20231209-110149-20231209-110229-END,2023-12-09 11:02:29,11,323
1273,11,START-11-323-20231209-110237-END,2023-12-09 11:02:37,11,323
1274,41,START-41-323-20231209-110237-END,2023-12-09 11:02:37,11,323
1275,40,START-40-323-20231209-110241-END,2023-12-09 11:02:41,11,323
1276,41,START-41-323-20231209-110241-END,2023-12-09 11:02:41,11,323
1277,40,START-40-323-20231209-110245-END,2023-12-09 11:02:45,11,323
1278,41,START-41-323-20231209-110245-END,2023-12-09 11:02:45,11,323
1279,40,START-40-323-20231209-110249-END,2023-12-09 11:02:49,11,323
1280,41,START-41-323-20231209-110249-END,2023-12-09 11:02:49,11,323
1281,40,START-40-323-20231209-110252-END,2023-12-09 11:02:53,11,323
1282,41,START-41-323-20231209-110253-END,2023-12-09 11:02:53,11,323
1283,40,START-40-323-20231209-110256-END,2023-12-09 11:02:56,11,323
1284,41,START-41-323-20231209-110257-END,2023-12-09 11:02:57,11,323
1285,40,START-40-323-20231209-110300-END,2023-12-09 11:03:00,11,323
1286,41,START-41-323-20231209-110300-END,2023-12-09 11:03:01,11,323
1287,40,START-40-323-20231209-110304-END,2023-12-09 11:03:04,11,323
1288,41,START-41-323-20231209-110304-END,2023-12-09 11:03:04,11,323
1289,40,START-40-323-20231209-110308-END,2023-12-09 11:03:08,11,323
1290,41,START-41-323-20231209-110308-END,2023-12-09 11:03:08,11,323
1291,40,START-40-323-20231209-110312-END,2023-12-09 11:03:12,11,323
1292,41,START-41-323-20231209-110312-END,2023-12-09 11:03:12,11,323
1293,40,START-40-323-20231209-110316-END,2023-12-09 11:03:16,11,323
1294,1,START-1-323-20231209-110237-20231209-110316-END,2023-12-09 11:03:16,11,323
1295,11,START-11-323-20231209-110324-END,2023-12-09 11:03:24,11,323
1296,41,START-41-323-20231209-110324-END,2023-12-09 11:03:24,11,323
1297,40,START-40-323-20231209-110328-END,2023-12-09 11:03:28,11,323
1298,41,START-41-323-20231209-110328-END,2023-12-09 11:03:28,11,323
1299,40,START-40-323-20231209-110332-END,2023-12-09 11:03:32,11,323
1300,41,START-41-323-20231209-110332-END,2023-12-09 11:03:32,11,323
1301,40,START-40-323-20231209-110336-END,2023-12-09 11:03:36,11,323
1302,41,START-41-323-20231209-110336-END,2023-12-09 11:03:36,11,323
1303,40,START-40-323-20231209-110340-END,2023-12-09 11:03:40,11,323
1304,41,START-41-323-20231209-110340-END,2023-12-09 11:03:40,11,323
1305,40,START-40-323-20231209-110344-END,2023-12-09 11:03:44,11,323
1306,41,START-41-323-20231209-110344-END,2023-12-09 11:03:44,11,323
1307,40,START-40-323-20231209-110348-END,2023-12-09 11:03:48,11,323
1308,41,START-41-323-20231209-110348-END,2023-12-09 11:03:48,11,323
1309,40,START-40-323-20231209-110352-END,2023-12-09 11:03:52,11,323
1310,41,START-41-323-20231209-110352-END,2023-12-09 11:03:52,11,323
1311,40,START-40-323-20231209-110356-END,2023-12-09 11:03:56,11,323
1312,41,START-41-323-20231209-110356-END,2023-12-09 11:03:56,11,323
1313,40,START-40-323-20231209-110400-END,2023-12-09 11:04:00,11,323
1314,41,START-41-323-20231209-110400-END,2023-12-09 11:04:00,11,323
1315,40,START-40-323-20231209-110404-END,2023-12-09 11:04:04,11,323
1316,1,START-1-323-20231209-110324-20231209-110404-END,2023-12-09 11:04:04,11,323
1317,11,START-11-323-20231209-110803-END,2023-12-09 11:08:03,11,323
1318,41,START-41-323-20231209-110803-END,2023-12-09 11:08:03,11,323
1319,40,START-40-323-20231209-110807-END,2023-12-09 11:08:07,11,323
1320,41,START-41-323-20231209-110807-END,2023-12-09 11:08:07,11,323
1321,40,START-40-323-20231209-110810-END,2023-12-09 11:08:10,11,323
1322,41,START-41-323-20231209-110811-END,2023-12-09 11:08:11,11,323
1323,40,START-40-323-20231209-110814-END,2023-12-09 11:08:14,11,323
1324,41,START-41-323-20231209-110815-END,2023-12-09 11:08:15,11,323
1325,40,START-40-323-20231209-110818-END,2023-12-09 11:08:18,11,323
1326,41,START-41-323-20231209-110818-END,2023-12-09 11:08:18,11,323
1327,40,START-40-323-20231209-110822-END,2023-12-09 11:08:22,11,323
1328,41,START-41-323-20231209-110822-END,2023-12-09 11:08:22,11,323
1329,40,START-40-323-20231209-110826-END,2023-12-09 11:08:26,11,323
1330,41,START-41-323-20231209-110826-END,2023-12-09 11:08:26,11,323
1331,40,START-40-323-20231209-110830-END,2023-12-09 11:08:30,11,323
1332,41,START-41-323-20231209-110830-END,2023-12-09 11:08:30,11,323
1333,40,START-40-323-20231209-110834-END,2023-12-09 11:08:34,11,323
1334,41,START-41-323-20231209-110834-END,2023-12-09 11:08:34,11,323
1335,40,START-40-323-20231209-110838-END,2023-12-09 11:08:38,11,323
1336,41,START-41-323-20231209-110838-END,2023-12-09 11:08:38,11,323
1337,40,START-40-323-20231209-110842-END,2023-12-09 11:08:42,11,323
1338,1,START-1-323-20231209-110803-20231209-110842-END,2023-12-09 11:08:42,11,323
1339,11,START-11-323-20231209-110850-END,2023-12-09 11:08:50,11,323
1340,41,START-41-323-20231209-110850-END,2023-12-09 11:08:50,11,323
1341,40,START-40-323-20231209-110854-END,2023-12-09 11:08:54,11,323
1342,41,START-41-323-20231209-110854-END,2023-12-09 11:08:54,11,323
1343,40,START-40-323-20231209-110858-END,2023-12-09 11:08:58,11,323
1344,41,START-41-323-20231209-110858-END,2023-12-09 11:08:58,11,323
1345,40,START-40-323-20231209-110902-END,2023-12-09 11:09:02,11,323
1346,41,START-41-323-20231209-110902-END,2023-12-09 11:09:02,11,323
1347,40,START-40-323-20231209-110906-END,2023-12-09 11:09:06,11,323
1348,41,START-41-323-20231209-110906-END,2023-12-09 11:09:06,11,323
1349,40,START-40-323-20231209-110910-END,2023-12-09 11:09:10,11,323
1350,41,START-41-323-20231209-110910-END,2023-12-09 11:09:10,11,323
1351,40,START-40-323-20231209-110914-END,2023-12-09 11:09:14,11,323
1352,41,START-41-323-20231209-110914-END,2023-12-09 11:09:14,11,323
1353,40,START-40-323-20231209-110918-END,2023-12-09 11:09:18,11,323
1354,41,START-41-323-20231209-110918-END,2023-12-09 11:09:18,11,323
1355,40,START-40-323-20231209-110922-END,2023-12-09 11:09:22,11,323
1356,41,START-41-323-20231209-110922-END,2023-12-09 11:09:22,11,323
1357,40,START-40-323-20231209-110926-END,2023-12-09 11:09:26,11,323
1358,41,START-41-323-20231209-110926-END,2023-12-09 11:09:26,11,323
1359,40,START-40-323-20231209-110930-END,2023-12-09 11:09:30,11,323
1360,1,START-1-323-20231209-110850-20231209-110930-END,2023-12-09 11:09:30,11,323
1361,11,START-11-323-20231209-110938-END,2023-12-09 11:09:38,11,323
1362,41,START-41-323-20231209-110938-END,2023-12-09 11:09:38,11,323
1363,40,START-40-323-20231209-110942-END,2023-12-09 11:09:42,11,323
1364,41,START-41-323-20231209-110942-END,2023-12-09 11:09:42,11,323
1365,40,START-40-323-20231209-110946-END,2023-12-09 11:09:46,11,323
1366,41,START-41-323-20231209-110946-END,2023-12-09 11:09:46,11,323
1367,40,START-40-323-20231209-110950-END,2023-12-09 11:09:50,11,323
1368,41,START-41-323-20231209-110950-END,2023-12-09 11:09:50,11,323
1369,40,START-40-323-20231209-110953-END,2023-12-09 11:09:54,11,323
1370,41,START-41-323-20231209-110954-END,2023-12-09 11:09:54,11,323
1371,40,START-40-323-20231209-110957-END,2023-12-09 11:09:57,11,323
1372,41,START-41-323-20231209-110957-END,2023-12-09 11:09:58,11,323
1373,40,START-40-323-20231209-111001-END,2023-12-09 11:10:01,11,323
1374,41,START-41-323-20231209-111001-END,2023-12-09 11:10:02,11,323
1375,40,START-40-323-20231209-111005-END,2023-12-09 11:10:05,11,323
1376,41,START-41-323-20231209-111005-END,2023-12-09 11:10:06,11,323
1377,40,START-40-323-20231209-111009-END,2023-12-09 11:10:09,11,323
1378,41,START-41-323-20231209-111009-END,2023-12-09 11:10:09,11,323
1379,40,START-40-323-20231209-111013-END,2023-12-09 11:10:13,11,323
1380,41,START-41-323-20231209-111013-END,2023-12-09 11:10:13,11,323
1381,40,START-40-323-20231209-111017-END,2023-12-09 11:10:17,11,323
1382,1,START-1-323-20231209-110938-20231209-111017-END,2023-12-09 11:10:17,11,323
1383,11,START-11-323-20231209-111025-END,2023-12-09 11:10:25,11,323
1384,41,START-41-323-20231209-111025-END,2023-12-09 11:10:25,11,323
1385,40,START-40-323-20231209-111029-END,2023-12-09 11:10:29,11,323
1386,41,START-41-323-20231209-111029-END,2023-12-09 11:10:29,11,323
1387,40,START-40-323-20231209-111033-END,2023-12-09 11:10:33,11,323
1388,41,START-41-323-20231209-111033-END,2023-12-09 11:10:33,11,323
1389,40,START-40-323-20231209-111037-END,2023-12-09 11:10:37,11,323
1390,41,START-41-323-20231209-111037-END,2023-12-09 11:10:37,11,323
1391,40,START-40-323-20231209-111041-END,2023-12-09 11:10:41,11,323
1392,41,START-41-323-20231209-111041-END,2023-12-09 11:10:41,11,323
1393,40,START-40-323-20231209-111045-END,2023-12-09 11:10:45,11,323
1394,41,START-41-323-20231209-111045-END,2023-12-09 11:10:45,11,323
1395,40,START-40-323-20231209-111049-END,2023-12-09 11:10:49,11,323
1396,41,START-41-323-20231209-111049-END,2023-12-09 11:10:49,11,323
1397,40,START-40-323-20231209-111053-END,2023-12-09 11:10:53,11,323
1398,41,START-41-323-20231209-111053-END,2023-12-09 11:10:53,11,323
1399,40,START-40-323-20231209-111057-END,2023-12-09 11:10:57,11,323
1400,41,START-41-323-20231209-111057-END,2023-12-09 11:10:57,11,323
1401,40,START-40-323-20231209-111101-END,2023-12-09 11:11:01,11,323
1402,41,START-41-323-20231209-111101-END,2023-12-09 11:11:01,11,323
1403,40,START-40-323-20231209-111105-END,2023-12-09 11:11:05,11,323
1404,1,START-1-323-20231209-111025-20231209-111105-END,2023-12-09 11:11:05,11,323
1405,11,START-11-323-20231209-111113-END,2023-12-09 11:11:13,11,323
1406,41,START-41-323-20231209-111113-END,2023-12-09 11:11:13,11,323
1407,40,START-40-323-20231209-111117-END,2023-12-09 11:11:17,11,323
1408,41,START-41-323-20231209-111117-END,2023-12-09 11:11:17,11,323
1409,40,START-40-323-20231209-111121-END,2023-12-09 11:11:21,11,323
1410,41,START-41-323-20231209-111121-END,2023-12-09 11:11:21,11,323
1411,40,START-40-323-20231209-111125-END,2023-12-09 11:11:25,11,323
1412,41,START-41-323-20231209-111125-END,2023-12-09 11:11:25,11,323
1413,40,START-40-323-20231209-111129-END,2023-12-09 11:11:29,11,323
1414,41,START-41-323-20231209-111129-END,2023-12-09 11:11:29,11,323
1415,40,START-40-323-20231209-111133-END,2023-12-09 11:11:33,11,323
1416,41,START-41-323-20231209-111133-END,2023-12-09 11:11:33,11,323
